City ,Confirmed Covid Case Numbers
Sar-e Khas,24934
Sar-e Kharzari,68151
Sar-e Kharwan,49290
Sar-e Khar,1036
Sar-e Khanuk,17880
Sar-e Kham,5600
Sar-e Khalil Murdah,39994
Sar-e Khalan,169584
Sar-e Khakrez,1175568
Sar-e Khak Dow,656358
Sar-e Khagak,14638
Sar-e Keshak,367
Sar-e Kaych,333080
Sar-e Katah Dulanah,54246
Sar-e Katah Band,1799
Sar-e Kashal,43623
Sar-e Karez-e Jabar Khan,456
Sar-e Karak,59923
Sar-e Kansi,29996
Sar-e Kang,553
Sar-e Kandah-ye Nayk,76363
Sar-e Kanak,125925
Sar-e Kan,6485
Sar-e Kamar,4302
Sar-e Kalan,119637
Sar-e Kakrak,703
Sar-e Kajnow,935
Sar-e Kajgir,573
Sar-e Kajak,25319
Sar-e Kaj Darah,42083
Sar-e Kaftar Khan,20555
Sar-e Kadalak,741
Sar-e Ka Kandow,1747
Sar-e Juqol,27570
Sar-e Ju,10801
Sar-e Joy,18751
Sar-e Jowzar,29109
Sar-e Jow Qol,13300
Sar-e Jiskah,44234
Sar-e Jish,294080
Sar-e Jilow Girak,18805
Sar-e Jigdalik,40022
Sar-e Je Sulaiman,948466
Sar-e Jay,31239
Sar-e Jark,397526
Sar-e Jar-e Uyun,1036869
Sar-e Jar-e Shibartu,48424
Sar-e Jar-e Qarghaliq,21204
Sar-e Jar-e Puy,50742
Sar-e Jar-e Mazar,81825
Sar-e Jar-e Khosh Now,21510
Sar-e Jar-e Khash,46716
Sar-e Jar-e Ala,71146
Sar-e Jar,134675
Sar-e Jangal,73554
Sar-e Jang Jay,35722
Sar-e Jamal,10352
Sar-e Jalil,884
Sar-e Ispi Sang,38952
Sar-e Iskechak,18181
Sar-e Iskam,37502
Sar-e Iskah,61570
Sar-e Isfowr,13547
Sar-e Is Koh,3439
Sar-e Irgi,17192
Sar-e Iresh,29886
Sar-e Irdad,9024
Sar-e Ilitak,16082
Sar-e Ichishk,43855
Sar-e Howz,27355
Sar-e Hisar,9787
Sar-e Hazar Chashmah,295
Sar-e Hasan Khwajah,37730
Sar-e Hamrah,226668
Sar-e Haftadcheshmeh,35086
Sar-e Haftad Chashmah,406
Sar-e Hadyah,104559
Sar-e Hadirah,75910
Sar-e Gurdarah,589391
Sar-e Gumbaz,37669
Sar-e Gulqadam,69949
Sar-e Gulkhar,23981
Sar-e Guli,580771
Sar-e Gulbinah,29852
Sar-e Gulak,49869
Sar-e Gul Khalan,18165
Sar-e Gordum,424644
Sar-e Gor Darah,14751
Sar-e Gird Bayd,21393
Sar-e Ghutah,76433
Sar-e Ghundey,48
Sar-e Ghund,259721
Sar-e Ghulamak,10032
Sar-e Ghujurak wa Sar Qol,576700
Sar-e Ghujurak,8111
Sar-e Ghujur,21544
Sar-e Ghujubash,32752
Sar-e Ghowchak,2106094
Sar-e Ghowch Qol,43594
Sar-e Gholah Kadah,29240
Sar-e Ghochan,31483
Sar-e Ghilan,216210
Sar-e Ghi,63856
Sar-e Ghazi,11573
Sar-e Ghashar,6593
Sar-e Ghargharow,376966
Sar-e Ghargharah,570546
Sar-e Gharak,241429
Sar-e Ghar Gharah,175973
Sar-e Ghar,41678
Sar-e Ghalmin,15792
Sar-e Ghalak,23509
Sar-e Ghaf,13954
Sar-e Gazak,6812
Sar-e Gaz,42081
Sar-e Gaw,359659
Sar-e Gargarah,211918
Sar-e Gandawak,637928
Sar-e Foraw,42688
Sar-e Firgardi,2479
Sar-e Firazin,842377
Sar-e Du Sang,479591
Sar-e Dost Beg,290874
Sar-e Dibah,558218
Sar-e Dewalak,3604
Sar-e Deh Gaz,1942
Sar-e Deh,4410
Sar-e Daymakar,10157
Sar-e Daygak,98810
Sar-e Dasht-e Shurak,20
Sar-e Dasht-e Shorak,19568
Sar-e Dasht-e Jame,17514
Sar-e Dasht,25222
Sar-e Darya,969557
Sar-e Darowna`i,210362
Sar-e Darbandok,105604
Sar-e Darah-ye Rag,46226
Sar-e Darah-ye Ab,41194
Sar-e Darah,12192
Sar-e Dalah,2358
Sar-e Chuqurak,1605
Sar-e Choqa,39631
Sar-e Chop,3275
Sar-e Chiji,48461
Sar-e Chihil,50970
Sar-e Chashmah-ye Safed,10697
Sar-e Chashmah,199045
Sar-e Chapar,1005
Sar-e Chap Darah,291145
Sar-e Chaman,1424
Sar-e Chakah,55
Sar-e Chaharshanbah,73665
Sar-e Chahar Asya,769109
Sar-e Chah Shelah,183023
Sar-e Chah Ghar,5154
Sar-e Chah,1597969
Sar-e Chaghat,940
Sar-e Chabal,159654
Sar-e Burughsanak,1033
Sar-e Burjak,75
Sar-e Buqi,94201
Sar-e Bunyah Ghol,166863
Sar-e Bum,180576
Sar-e Bulaq,522184
Sar-e Bughundi,11640
Sar-e Bokalah,50462
Sar-e Boghundi,844770
Sar-e Birkah,99312
Sar-e Biland,15514
Sar-e Bazar,111166
Sar-e Baz,143
Sar-e Bayshah,104
Sar-e Baysh,47
Sar-e Bayri,1610
Sar-e Baydak,26677
Sar-e Bayd,35047
Sar-e Bay,16349
Sar-e Bawar,113812
Sar-e Banu,351
Sar-e Band-e Khug Darah,29280
Sar-e Band-e Khayran,39626
Sar-e Band-e Karam,84524
Sar-e Band-e Joy,336705
Sar-e Band,955378
Sar-e Balay Wali,1286
Sar-e Bala Khanah,2470
Sar-e Bagh,8120
Sar-e Badah Siyah,420856
Sar-e Babur Darah,40319
Sar-e Aygal,298800
Sar-e Awsharah,17384
Sar-e Awsayr,153135
Sar-e Aw-e Anoy,29727
Sar-e Awdarah,37048
Sar-e Aw Darah,46644
Sar-e Aw Barik,21988
Sar-e Aw,74359
Sar-e Av-e Anoy,51773
Sar-e Asyab,32042
Sar-e Asya,149026
Sar-e Asptaz,355745
Sar-e Aspdawo,213227
Sar-e Asp Murdah,617165
Sar-e Asp,9126
Sar-e Asb,917565
Sar-e Ambulaq,37234
Sar-e Ambah Darah,45586
Sar-e Ambah,291189
Sar-e Alwa Qol,169722
Sar-e Alinjistan,239588
Sar-e Alinjak,49185
Sar-e Alchi wa Quduq,45390
Sar-e Alakah,2212
Sar-e Akhtam,39800
Sar-e Ahangaran,114
Sar-e Adirah,31425
Sar-e Abokah,39600
Sar-e Ab Posh,68786
Sar-e Ab Darah,99257
Sar-e Ab Barik,140802
Sar-e Ab,178847
Sar-e `Ulyad,168348
Sar-e `Ulum,23347
Sar-e `Alam,7790
Sare,18
Sardzhalar,282927
Sardur B-i,1323
Sardi,54883
Sardekh,31702
Sardeh Band Airport,19917
Sardeh Band,319626
Sarde Sufla,0
Sarde `Ulya,13
Sarde,11562
Sardayr Khel,100365
Sardategh,123980
Sardari Var,160752
Sardari Pat,606414
Sardari Bats'at,572866
Sardari Aygi,45813
Sardari,48065
Sardarha,143085
Sardarapati Chakatamarti,79818
Sardaran,71270
Sardarah-ye Ishtur Shar,24046
Sardarah,28235
Sardar Walah,191064
Sardar Shamsuddin,58951
Sardar Nawar,1028
Sardar Koday,512
Sardar Khel,4
Sardar Khan Kili,361607
Sardar Khan Kelay,24
Sardar Kala,28798
Sardar Ibrahim,32285
Sardar Ghar,21253
Sardar Beg,46848
Sardar,2697
Sardah,56212
Sardag,29278
Sard Koh,641840
Sard Abah-ye Mir Qilich,89889
Sard Ab,1978477
Sarchi,48288
Sarch'apeti Hin,40765
Sarch'apet,27797
Sarbuzi,41210
Sarbuz,198184
Sarbedal,148372
Sarbayshah,11567
Sarbarziri,547
Sarbarghas,867
Sarband-e Shamalan Kelay,1783
Sarband-e Sarband-e Sighay,240
Sarband-e Okar,2398
Sarband-e Khalishkow,288
Sarband-e Joy,5015
Sarband-e Jar-e Surkh,887
Sarband-e Haji Talah Bay,149402
Sarband Ghar,6132
Sarband,33502
Sarban Kelay,256445
Sarban Karez,2042
Sarbagni,107075
Sarbaghan,25712
Sarbadal Ghar,67011
Sarazghumi Algad,12638
Saray-ye `Abdul Hamid,612
Saray-e Zard Sang,505589
Saray-e Raqol,111334
Saray-e Qishlaq,1497
Sara-ye Qal`ah,46795
Sara-ye Nakhash,149331
Saray-e Mar Khanah,20359
Saray-e Kuhnah,47764
Saray-e Kotal,76572
Sara-ye `Abdol Hamid,56556
Sarayak,19543
Saray Zargar,51075
Saray Sang,25540
Saray Now,848724
Saray Mashhad,24086
Saray Madzkay,234
Saray Khwajah Ria,17656
Saray Ghar,297861
Saray Daro Sar,766089
Saray Darah,40716
Saray,2606513
Saraw Mandeh,73827
Saraw Kelay,352
Saraw,1
Saravit Maja e,16824
Saraveri,110077
Saraver,4045
Saravani,447
Saravan,109142
Saratun,64949
Saratovkayi,29946
Saratovka,149732
Saratiana,209
Sarategh,906
Saratap',33398
Sarataki Hin,32281
Sarataki,11225
Saratak,2029
Sarat'agh,32844
Sarask,30792
Sarasheni,15616
Saraseli i Siperm,22374
Sarasel,27660
Sarasak Darah,47019
Sarasak,43089
Saraquisi,13749
Saraqinishte,50
Sarapati Nor,0
Sarapati Hin,4421
Sarapat,0
Sarapardah,8
Sarapaj Rod,0
Saranots'a,0
Sarank',1684
Saranj,0
Saranist,0
Sarangay,0
Saranganda,23408
Sarangan,367073
Saranga,84449
Sarang,602869
Sarande,97031
Saranda International,7978
Saranari,193277
Saranar,48325
Saranah-ye Akhtah Qol,8700
Saranah,13205
Sarami,14450
Saramej,17817
Saram Sakhto Mandeh,110128
Saralanji Nor,1152
Saralanji Hin,327016
Saralanji,54398
Saralanj,14608
Saralandzh,1359
Sarakunk',20479
Sarakoghmi Hogher,33139
Sarakogh,2579
Sarakn,565270
Sarak-e Yakhan Kandah,26644
Sarak-e Takhnikum,48196
Sarak-e Siyah Gird,38201
Sarak-e Sabiqah-e Shadian,39039
Sarak-e Qal'ah-ye Bust,66072
Sarak-e Nasaji,1159
Sarak-e Mazar-e De Hidadi,202007
Sarak-e Mamay,9
Sarak-e Kuhnah Deh-e Sabz,29282
Sarak-e Kabul Mazar-e Sharif,334962
Sarak-e Darulaman,573910
Sarak-e Chihil Matrah,67486
Sarak-e Chihil Dukhtaran,129854
Sarakapi Hin,913
Sarakap,612712
Sarak Tsah,53900
Sarak Mandeh,980
Sarak Kot,537
Sarak Kelay,1369
Sarak Karez,36859
Sarak Ghundey Khwar,937
Sarak Band,31914
Sarak,32156
Sarai,72
Sarah-ye Bala,231
Sarahart'i,37992
Sarahart',27080
Sarahand,37427
Sarah Toy,68771
Sarah Parah,15987
Sarah Narah,1320
Sarah Ghbargah,48679
Sarah Aw,250759
Sarah As,55604
Sarah,100246
Saragyughi Nor,111917
Saragyughi Hin,10699
Saragyugh,20519
Saragom,598
Saragi,2064334
Saraghbyur,170402
Sarafundo,445374
Saradake Dashtah,233129
Saradah Kah,8403
Saracheh,117809
Sarachah,543351
Sarac,2772
Sarabi,278312
Sarab-e Raqol,12244
Sarab-e Alandar,5434
Sarab Quluj,866
Sarab Nawah,242292
Sarab Dashtah,127537
Sarab 'Ali,26524
Sarab,185
Sara Now,236666
Sara Center,11797
Sar Wulah,141750
Sar Wara'in,2031
Sar Wand,15048
Sar Turkman,568
Sar Toran,33749
Sar Tor Mandeh,5001
Sar Tor Baba,3849
Sar Tikchah,3502
Sar Tasan,8625
Sar Tangi,25080
Sar Tangay,201678
Sar Talah,239945
Sar Takht-e Sow,44523
Sar Takht,33260
Sar Takh Mandeh,1153159
Sar Takh,207577
Sar Tagab,712
Sar Swarakah,6024
Sar Surakh,134
Sar Spinah Khulah,235462
Sar Sotah,274673
Sar Shukurdad,178151
Sar Shkhowr,59071
Sar Shirmin,5798
Sar Shikhli,2685
Sar Shelmin,57616
Sar Shelah-ye Shahr-e Arman,16789
Sar Shelah,152806
Sar Shar,56
Sar Shakh Ghundyan,53742
Sar Shakh,3584326
Sar Shah Nawer,13553
Sar Shah Dasht,4554
Sar Shah,268355
Sar Serkay,80253
Sar Sarak Reg,179802
Sar Sarak Kelay,148
Sar Sanghal,171170
Sar Sang,15395
Sar Sadiq,3115
Sar Sabil,8420
Sar Sabat,12274
Sar Rustaq,27
Sar Rowzah,165095
Sar Regin,403023
Sar Qol-e Tabut,6045
Sar Qol-e Sayyida,1278653
Sar Qol-e Sar,1574012
Sar Qol-e Nay Qol,667937
Sar Qol-e Mir,215057
Sar Qol-e Mianah,750043
Sar Qolak Shelah,32026
Sar Qolak Ghar,21382
Sar Qol Ghar,363728
Sar Qol,257100
Sar Qash,104201
Sar Qad,0
Sar Prekare Ziarat,66480
Sar Prekarai Ziarat,184090
Sar Pray Karay,85929
Sar Pozah,45
Sar Poshan,81519
Sar Posh,355073
Sar Pokhi Ghar,10461
Sar Payshani,1988
Sar Pal,129797
Sar Pahlu Sang,2546
Sar Pafay,194051
Sar Otel,53782
Sar Nawah,9
Sar Nagaw,19831
Sar Mushkan,30742
Sar Murah,283569
Sar Muntah,18769
Sar Mu`alim,8299
Sar Motak,20892
Sar Miran,4
Sar Menah,17095
Sar Mast Khel,603
Sar Mast,1
Sar Mashhad,176752
Sar Lukh,1870
Sar Lashtu Naw,2693
Sar Laki Ghar,71995
Sar Kuro,481155
Sar Kurki Tsah,55643
Sar Kotal,37483
Sar Kot,273431
Sar Koshtah Band,2357
Sar Kiril,6398
Sar Kilizhay,4733
Sar Khum-e Sufla,152074
Sar Khum-e `Ulya-ye Shamali,99285
Sar Khum-e `Ulya-ye Junubi,68532
Sar Khum Mandeh,139362
Sar Khinjak,336521
Sar Khayz,970
Sar Khanatu,151718
Sar Khanagak,561169
Sar Kelay,1638767
Sar Kazah,797525
Sar Kari Kala,160426
Sar Karez-e Nowrak,779695
Sar Karez,18053
Sar Kani,41
Sar Kandow Baba Ziarat,3078
Sar Kande,1503
Sar Kandah,3
Sar Kamarak,3472
Sar Kala-ye Shamali,1610
Sar Kala-ye Junubi,375006
Sar Joway,32927
Sar Jinjay,436640
Sar Jar-e Tishpalak,2401
Sar Jar Ghar,3855
Sar Jar,59869
Sar Jangal,292143
Sar Jakan Kelay,184767
Sar Jaghatalah,18
Sar Howze Ghar,6017
Sar Howzah,1503796
Sar Holang,87324
Sar Guzar,6583
Sar Ghor Bandak,79999
Sar Ghatah,30128
Sar Gharakay,8868
Sar Ghalah,547775
Sar Gaz,15179
Sar Garmaw,942
Sar Gardan,13308
Sar Gandab,509
Sar Firaz Khel,25504
Sar Firaz Khan Qal`ah,103
Sar Firaz Kala,6319
Sar Firaz,7680
Sar Faraz Kala,228362
Sar Ergi,2638422
Sar Elakah,40213
Sar Dzangal,370425
Sar Dur Bini,52815
Sar Dewalak,79654
Sar Deh Ghar,1
Sar Deh Band,136068
Sar Deh Algad,2383
Sar Deh,173635
Sar Dayrah,2165
Sar Dasht,74503
Sar Darya,35796
Sar Darreh,51093
Sar Darakht,54786
Sar Darah-ye Quts-e `Ulya,13694
Sar Darah-ye Khurang,22621
Sar Darah-ye Khoranj,25597
Sar Darah,269
Sar Dar Darakhtan,486843
Sar Chilo Rod,128192
Sar Chilo Lar,57406
Sar Chilo Dasht,131063
Sar Chashmah-ye Kari,42555
Sar Chashmah-ye Chaychaktu,16090
Sar Chashmah-ye Akhtum,82015
Sar Chashmah,306003
Sar Chakan,4759
Sar Bulaq,20790
Sar Boland,20692
Sar Bishi,41415
Sar Bish,468648
Sar Biland Kelay,5014
Sar Biland Kala,889298
Sar Biland,18
Sar Bilagh,994
Sar Bastah,340490
Sar Band-e Rast Darah,36362
Sar Band-e Qol-e Mazar,94684
Sar Bandah,812
Sar Band Obeh,10989
Sar Band Belah,105207
Sar Band,5539
Sar Banadir,37841
Sar Bagh,58927
Sar Badali,14656
Sar Badal Khulah,807967
Sar Badal,315514
Sar Aw wa Andar,55650
Sar Aw,7674
Sar Asyab,16836
Sar Asya,217392
Sar Asp,27518
Sar Asman,42168
Sar Anjir,11548
Sar Akhtak,121750
Sar Aghzo Bandah,118
Sar Ab Nawah,18635
Sar Ab,2973
Sar `Ulyatak,9828
Sar,311187
Saqwan,653335
Saquisengo,44246
Saquezi,25877
Saquet,55559
Saquesaque,18988
Saquengue,27593
Saquembo,14845
Saquembe,429029
Saquemba,1047
Saquelengue,30724
Saquele,126908
Saquela,699
Saquege,262160
Saque,69519
Saqi Kelay,7797
Saqi,66379
Saqbur,196
Saqbarak,45594
Saqawah,74955
Saqaw Ghar,17489
Saqaw,75835
Saqamqam,114
Saqal,93210
Saqab,32177
Saqa,32915
Saq Salman,373369
Saputo,31675
Saputa,36586
Sapungulo,46290
Sapunga,3531846
Sapu,54861
Sapsinay,253116
Sapporo Apartamentos,8387
Sapparai Kandao,39249
Saporo,24183
Sap'or,650932
Sapopo,16981
Sapombo Novo,12189
Sapombo,166631
Sapizi Tali,203549
Sapiya Shelah,560565
Sapiya Ghrunah,27183
Sapirah Ghundey,428
Sapir Wushang,409954
Sapinga,40059
Sapinda,4475
Sapimbi,21425
Sapidalak,4026
Sapichak Kelay,11218
Sapibum,49322
Sapete,47933
Sapende,35307
Sapei Art,51263
Sape,310885
Sapaydar,9894
Sapaydak Dasht,25588
Sapaydak,42449
Sapayd Koh,6511
Sapayd Dewal wa Ghujurak-e `Ulya,591
Sapatakhut',680
Sapatadzori,21015
Sapatadzor,539990
Sapata,64016
Sapat,10229
Saparzai,420614
Saparmani,273101
Saparay Toy,19817
Saparay Mandeh,36488
Saparah,35230
Sapar,104361
Sapando Ghar,4681
Sapambo,33380
Sapalanca,3402
Sapah Khan,29465
Sapac,14292
Sapa,84732
Saongo,637900
Saoa,0
Sao Tomista,49
Sao Tome,39648
Sao Tiago,289820
Sao Pedro,71807
Sao Paulo,46443
Sao Miguel,20940
Sao Lucas,30531
Sao Jose do Luati,80695
Sao Jose do Encoje,1050
Sao Jose,246020
Sao Joao do Sul,3605373
Sao Joao do Giraul,317573
Sao Joao,68702
Sao Eulalia,54
Sao Cirilo,658
Sao Bras,58155
Sao Bento,25249
Sanzoma,1868772
Sanzo,16529
Sanzimba,18346
Sanzar,25066
Sanzamo,73963
Sanzambe,549
Sanzali Kili,542
Sanzala,17830
Sanzal Manda,1876
Sanza Pombo,109544
Sanza do Cuiji,187
Sanza Cassala,20286
Sanza,119187
Sanxhak,985505
Sanvuli,4228
Sanvula,4565
Sanvo,4951
Sant'uri Tegh,54562
Santudo,380210
Santuari de Canolic,2664
Santrana,13
Santo Caloto,103
Santo Antonio,30
Santo Antao,24846
Santo Anjo,9455
Santo,1301
Santa Tito,7715
Santa Tereza,116938
Santa Nganguela,2187
Santa Coloma,267
Santa Caterina,2240
Santa Binja,34707
Santa Barbara De La Vall De Ordino,147
Santa Ambuila,267104
Sant Vicenc d'Enclar,4376
Sant Roma de Vila,171
Sant Roma de les Bons,114374
Sant Roma,22211
Sant Pere Martir,50305
Sant Moritz Apartamentos Turisticos,269730
Sant Miquel d'Engolasters,27968
Sant Miquel de Fontaneda,1317
Sant Miquel,1610
Sant Marti,1304
Sant Julia de Loria,184447
Sant Jordi,33923
Sant Joan de Caselles,58385
Sant Jaume,5000
Sant Gothard Hotel,18807
Sant Esteve,10868
Sant Eloi,9376
Sant Cristofol,24866
Sant Cerni,68151
SANT BERNAT APARTMENTS,49278
Sant Antoni de la Grella,1036
Sansurakh,17866
Sansis,5586
Sansar,39801
Sansa,169150
Sanquege,1174330
Sanoyi K'ar,655541
Sanowghan,14618
Sanow Gird,367
Sanosin,332760
Sannutah,54005
Sankoy,1793
Sanko Algad,43485
Sankarak Ghar,450
Sankar,59408
Sanjur,29887
Sanjungo,553
Sanjollas,76298
Sanjolima,125867
Sanjoa,6485
Sanjo,4297
Sanjitak,119596
Sanjit,703
Sanjir Jar,935
Sanjir Ghar,573
Sanjimi,25319
Sanjimbe,41721
Sanjid,20481
Sanji,739
Sanjer,1745
Sanjassonde,27440
Sanjari,10801
Sanjaravazi,18706
Sanjar Khel,28990
Sanjar,13261
Sanjanja,44138
Sanjango,293215
Sanjan Say,18759
Sanjan,39864
Sanjamba,948149
Sanjacazi,31172
Saniuhini,396997
Sani Kelay,1034657
Sani Kechi,48326
Sani,21181
Sanhumbo,50611
Sanhinguine,81775
Sanhica,21486
Sanhama,46710
Sanha,71043
Sangzard,134506
Sangzarak,73388
Sangwanah,35585
Sangungo,10347
Sangunga,884
Sangundo,38870
Sangunah,18128
Sanguli,37340
Sangula,61395
Sanguk Ghar,13547
Sanguila,3439
Sanguica,17114
Sanguia,29735
Sangui,9017
Sanguge,16081
Sangufo,43653
Sangueve,27306
Sanguenzo,9786
Sanguengue,280
Sangueja,37569
Sanguegi,225814
Sanguege,34903
Sangue do Povo,406
Sangue,104535
Sangubar,75774
Sangua,585634
Sangtudah,37610
Sangtu,69621
Sangtol,23861
Sangsulakh,579280
Sang-Shikanak,29736
Sangsar,49622
Sangrayz,17994
Sangrak,424176
Sangow-e Bibi,14739
Sangow,21358
Sangotak,76154
Sangotah Ghar,48
Sangongue,259427
Sangongo,10009
Sangombi,573169
Sangombe,8105
Sangoma,21498
Sangolak,32710
Sango Sassi,2100884
Sango Baba Ziarat,43497
Sango,29237
Sangnigar,31386
Sanglech,215942
Sang-Kulol,63739
Sangkoyak,11536
Sangkhol,6593
Sangi-Shanda,376355
Sangiri,569284
Sangiran,240371
Sangirah,175544
Sanginga,41401
Sanginakah,15792
Sanginak,23436
Sanginah,13952
Sangin Khan Kelay,6751
Sangin Chah,42060
Sangin,358729
Sangimi,211705
Sangime,636269
Sangilan Ghundey,42662
Sangilan,2475
Sangicia,840315
Sangi Sur Deg,479036
Sangi Shandah Shelah,290632
Sangi Sar,557278
Sangi Khwar,3604
Sangi Khan,1942
Sangi Ghar,4409
Sangi,10074
Sangeray Khwar,98779
Sangeray,20
Sangechie,19491
Sang-e Zard,17453
Sang-e Zanak,25201
Sang-e Za'idah,967834
Sang-e Yansa,209634
Sang-e Wa,105298
Sang-e Ur,46128
Sang-e Ujne,41071
Sang-e Tawus,12192
Sang-e Tarsa,2358
Sang-e Tarqidah,1605
Sang-e Tanaw,39537
Sang-e Takht,3272
Sang-e Surkh,48440
Sang-e Surakh Ghar,50793
Sang-e Surakh,10683
Sang-e Sulakh,198949
Sang-e Siyah,1001
Sang-e Sinah-ye Baz,290972
Sang-e Simal,1424
Sang-e Shorah,55
Sang-e Shikaf,73413
Sang-e Shibar,766405
Sang-e Shaykh,182789
Sang-e Shatu,5150
Sang-e Shanzdah,1591672
Sang-e Shandeh,926
Sang-e Shande Shelah,159197
Sang-e Shandah Shelah,1033
Sang-e Shandah Ghar,75
Sang-e Shandah,93794
Sang-e Shah wa `Arus,166119
Sange Secundo,179755
Sang-e Sar,521557
Sang-e Sahra,11640
Sang-e Safed,50438
Sang-e Sabz,842637
Sang-e Rustam,99277
Sang-e Rokho,15478
Sang-e Rekhtah,110979
Sang-e Rangrayzan,143
Sang-e Rahim Khwajah,104
Sang-e Rabat,47
Sang-e Qalawur Jah,1609
Sang-e Qal`ah,26585
Sang-e Pulak,34928
Sange Primeiro,16250
Sang-e Paylurah,113744
Sang-e Nowishtah,339
Sang-e Now Sher,29143
Sang-e Nawishtah,39546
Sang-e Naqabilan,84400
Sang-e Mulla Rasul,336636
Sang-e Muhabat,953767
Sang-e Miri,1285
Sang-e Mir,2466
Sang-e Mikh,8110
Sang-e Mazar,420345
Sang-e Mashnah,40218
Sang-e Mashah,298154
Sang-e Manjaghan,17384
Sang-e Malak,152818
Sang-e Lumidah,29629
Sang-e Luch,36943
Sang-e Low,46582
Sang-e Lis,21988
Sang-e Lashm,74162
Sang-e Laku,51590
Sang-e Lakon,31982
Sang-e Lakhshan,147956
Sang-e Lakhsh,355128
Sang-e Korak,212286
Sang-e Kochaka,615066
Sang-e Khoshi,9078
Sang-e Khar Joy,915639
Sang-e Khar,37045
Sang-e Khan,45353
Sang-e Khalil,290500
Sang-e Khah,169465
Sang-e Kashidah,238949
Sang-e Kard,48990
Sang-e Kalan,45315
Sang-e Kach,2210
Sang-e Jushah,39695
Sang-e Juj,114
Sang-e Jowak,31314
Sang-e Jili,39592
Sang-e Jawuz,68704
Sang-e Hasht Asar,99084
Sang-e Hajah,140459
Sang-e Gurg,178459
Sang-e Gaga,167819
Sang-e Folad,23233
Sang-e Farhad,7787
Sang-e Espi,18
Sang-e Duruyah,282122
Sang-e Durum,1323
Sang-e Dumdaraz,54750
Sang-e Du Shakh,31665
Sang-e Du Ruyah,19896
Sang-e Du Birar,319543
Sang-e Dowlat Khan,0
Sang-e Dilawar,13
Sang-e Dewalak,11562
Sang-e Daymah,100129
Sang-e Dar,123145
Sang-e Da`wa,160671
Sang-e Charak,604385
Sang-e Chak,572007
Sang-e Chahar,45782
Sang-e Buridah,48029
Sang-e Baydagh,142222
Sang-e Bast,79606
Sang-e Baldabalu,70957
Sang-e Badrah,23958
Sang-e Bad,28213
Sang-e Baba,190830
Sang-e Ayub,58808
Sang-e Awak,1023
Sang-e Atash,512
Sang-e Asya,4
Sang-e Astah Qalan,360650
Sang-e Asp,24
Sang-e Asman,28697
Sang-e Angurak,32234
Sang-e Almas,21200
Sang-e Ahak,46563
Sang-e Abulqashti,2697
Sang-e Ab Paran,56164
Sang-e `Aros,29123
Sang-e `Ali,638984
Sang-e `Adil,89662
Sange,1975927
Sangdan,48076
Sangchilak,40688
Sangchil,27620
Sangcharak,41115
Sang-Chapchi,197469
Sangchal,148026
Sangburan,11504
Sangbur,547
Sangbora,867
Sangbor,1783
Sangbarzar,239
Sangbar,2384
Sangay,287
Sangaw Darah,5003
Sangaw Bandi,887
Sangaw,148990
Sangata,6132
Sangasu Ghar,33468
Sanga-Sanga,256220
Sangar-e Saqawah,2033
Sangar-e Rasuldad,107075
Sangaraf,25620
Sangar Watai,66941
Sangar Saray,12638
Sangar Qaryah,610
Sangar Naw,504149
Sangar Mandeh,111304
Sangar Kish,1497
Sangar Khel,46653
Sangar Jay,149331
Sangar Ghundey,20319
Sangar Ghat,47704
Sangar Ghar,76355
Sangar Dasht,56488
Sangano Pequeno,19414
Sangano,51045
Sangani,25413
Sangange,848275
Sangandaz,23986
Sangandala,234
Sangandab,17600
Sanganay,297712
Sangana,765137
Sangan,40587
Sangamum,2600660
Sangamin,73703
Sangameno,352
Sangamenge,1
Sangam,16809
Sangalunga,109841
Sangalenga,4045
Sangalavua,447
Sangalando,108964
Sangalak-i-Kaisar,64929
Sangalah Ghar,29882
Sangak Shandah,148821
Sangak,209
Sangaji,906
Sangah-Maniaw,33394
Sangah Shaykh,32150
Sangage,11213
Sangabi,2028
Sangabadur Ghar,32694
Sangab Powerplant,30702
Sanga Pequena,15611
Sanga Pande,22320
Sanga Mongo,27566
Sanga la Ngola,46896
Sanga Grande,42992
Sanga,13722
Sang Zayr,50
Sang Zard,0
Sang Todah,3207
Sang Tamu,0
Sang Taghak,8
Sang Sulakh,0
Sang Shindah,0
Sang Shandah,1669
Sang Qolak,7410
Sang Qol,0
Sang Qazak,0
Sang Qala,23408
Sang Qal`ah,366735
Sang Polak,84158
Sang Parah,602785
Sang Masa,97031
Sang Law,7964
Sang Lakh,192857
Sang Kushtah,48071
Sang Kotal,8700
Sang Kori Reg,13205
Sang Khashkhah,14450
Sang Khanah,17817
Sang Katah,110128
Sang Kashidah,1152
Sang Kashan,326507
Sang Kar,54305
Sang Joy,14493
Sang Ishkanak,1359
Sang Gosh,20479
Sang Ghaylak,32811
Sang Ghaltan,2575
Sang Duzdan,564115
Sang Deh,26512
Sang Darreh,47988
Sang Dare Ghar,37996
Sang Darah,38964
Sang Chihil,65763
Sang Chalah,1159
Sang Bur,201688
Sang Bar,9
Sang Band,29216
Sang Bachah-ye Talib,333794
Sang Atesh,573762
Sang Afatadah,67377
Sang Ab,129616
Sang,912
Sanei K'ar,612240
San-e Sangi,53795
Sandzut,980
Sandzeli Tsah,537
Sandzeli Sund,1369
Sandzeli Khwarah,36813
Sandzele Shelah,936
